Timestamp,Station ID,Freeway,Direction of Travel,Station Type,Samples,% Observed,Total Flow,Average Occupancy,Average Speed,Lane 1 Samples,Lane 1 Flow,Lane 1 Average Occupancy,Lane 1 Average Speed,Lane 1 Observed,Lane 2 Samples,Lane 2 Flow,Lane 2 Average Occupancy,Lane 2 Average Speed,Lane 2 Observed,Lane 3 Samples,Lane 3 Flow,Lane 3 Average Occupancy,Lane 3 Average Speed,Lane 3 Observed,Lane 4 Samples,Lane 4 Flow,Lane 4 Average Occupancy,Lane 4 Average Speed,Lane 4 Observed,Lane 5 Samples,Lane 5 Flow,Lane 5 Average Occupancy,Lane 5 Average Speed,Lane 5 Observed,Lane 6 Samples,Lane 6 Flow,Lane 6 Average Occupancy,Lane 6 Average Speed,Lane 6 Observed,Lane 7 Samples,Lane 7 Flow,Lane 7 Average Occupancy,Lane 7 Average Speed,Lane 7 Observed,Lane 8 Samples,Lane 8 Flow,Lane 8 Average Occupancy,Lane 8 Average Speed,Lane 8 Observed
2010-01-01 01:05:00,1108687,5,N,ML,40,100,120,0.0239,71.9,10.0,25.0,0.0181,75.0,1,10.0,39.0,0.0303,71.2,1,10.0,39.0,0.0321,70.1,1,10.0,17.0,0.0153,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:10:00,1108687,5,N,ML,40,100,107,0.022000000000000002,71.5,10.0,13.0,0.0096,74.9,1,10.0,36.0,0.0287,70.7,1,10.0,34.0,0.0279,70.0,1,10.0,24.0,0.0216,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:15:00,1108687,5,N,ML,40,100,116,0.0232,71.9,10.0,22.0,0.0163,74.7,1,10.0,36.0,0.0282,70.7,1,10.0,35.0,0.0273,70.9,1,10.0,23.0,0.0212,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:20:00,1108687,5,N,ML,40,100,107,0.0209,72.1,10.0,18.0,0.0136,74.3,1,10.0,33.0,0.025,71.4,1,10.0,40.0,0.0314,71.4,1,10.0,16.0,0.0136,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:25:00,1108687,5,N,ML,40,100,117,0.0236,72.2,10.0,18.0,0.013999999999999999,73.6,1,10.0,40.0,0.0308,71.6,1,10.0,35.0,0.0276,71.6,1,10.0,24.0,0.0222,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:30:00,1108687,5,N,ML,40,100,117,0.0236,71.9,10.0,29.0,0.0221,73.1,1,10.0,28.0,0.0225,70.9,1,10.0,37.0,0.0298,71.3,1,10.0,23.0,0.0202,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:35:00,1108687,5,N,ML,40,100,124,0.0252,71.8,10.0,26.0,0.0189,73.6,1,10.0,42.0,0.0336,70.3,1,10.0,36.0,0.0281,71.8,1,10.0,20.0,0.02,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:40:00,1108687,5,N,ML,40,100,118,0.0239,71.2,10.0,21.0,0.0161,73.1,1,10.0,44.0,0.0354,69.7,1,10.0,36.0,0.0295,71.1,1,10.0,17.0,0.0146,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:45:00,1108687,5,N,ML,40,100,120,0.024,71.5,10.0,25.0,0.0181,73.6,1,10.0,39.0,0.0301,70.3,1,10.0,35.0,0.0291,70.4,1,10.0,21.0,0.0187,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:50:00,1108687,5,N,ML,40,100,102,0.0214,71.5,10.0,17.0,0.0127,73.5,1,10.0,33.0,0.026000000000000002,70.2,1,10.0,29.0,0.0232,70.7,1,10.0,23.0,0.0237,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 01:55:00,1108687,5,N,ML,40,100,117,0.023,72.1,10.0,27.0,0.0198,73.6,1,10.0,34.0,0.0254,71.2,1,10.0,29.0,0.0228,71.3,1,10.0,27.0,0.0239,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:00:00,1108687,5,N,ML,40,100,91,0.0188,71.6,10.0,10.0,0.0073,73.7,1,10.0,27.0,0.0212,71.0,1,10.0,34.0,0.0281,70.8,1,10.0,20.0,0.0187,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:05:00,1108687,5,N,ML,40,100,93,0.018000000000000002,72.1,10.0,20.0,0.0148,73.6,1,10.0,31.0,0.0233,71.6,1,10.0,30.0,0.0239,71.3,1,10.0,12.0,0.01,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:10:00,1108687,5,N,ML,40,100,69,0.0135,72.2,10.0,12.0,0.0086,73.8,1,10.0,22.0,0.0172,71.4,1,10.0,22.0,0.0172,71.9,1,10.0,13.0,0.011000000000000001,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:15:00,1108687,5,N,ML,40,100,81,0.0161,72.0,10.0,12.0,0.0086,74.0,1,10.0,26.0,0.02,71.4,1,10.0,29.0,0.0243,71.2,1,10.0,14.0,0.0116,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:20:00,1108687,5,N,ML,40,100,101,0.0196,72.5,10.0,17.0,0.0131,73.3,1,10.0,30.0,0.0232,71.3,1,10.0,31.0,0.0233,72.9,1,10.0,23.0,0.0189,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:25:00,1108687,5,N,ML,40,100,103,0.0206,72.2,10.0,25.0,0.0189,72.8,1,10.0,29.0,0.0228,71.0,1,10.0,28.0,0.0231,72.4,1,10.0,21.0,0.0176,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:30:00,1108687,5,N,ML,40,100,86,0.0165,72.6,10.0,20.0,0.0144,73.1,1,10.0,28.0,0.0206,72.0,1,10.0,23.0,0.0183,72.7,1,10.0,15.0,0.0129,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:35:00,1108687,5,N,ML,40,100,109,0.0212,72.7,10.0,20.0,0.0151,72.7,1,10.0,39.0,0.028999999999999998,72.7,1,10.0,33.0,0.0267,72.7,1,10.0,17.0,0.0141,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:40:00,1108687,5,N,ML,40,100,86,0.0168,72.9,10.0,14.0,0.011000000000000001,72.0,1,10.0,23.0,0.0165,73.6,1,10.0,31.0,0.025,72.9,1,10.0,18.0,0.0147,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:45:00,1108687,5,N,ML,40,100,94,0.0188,72.8,10.0,15.0,0.0108,72.4,1,10.0,33.0,0.0255,73.0,1,10.0,25.0,0.0203,72.9,1,10.0,21.0,0.0187,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:50:00,1108687,5,N,ML,40,100,79,0.016,72.4,10.0,13.0,0.0103,71.7,1,10.0,29.0,0.0228,72.3,1,10.0,25.0,0.0206,72.7,1,10.0,12.0,0.0103,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 02:55:00,1108687,5,N,ML,40,100,70,0.0138,72.9,10.0,9.0,0.0067,71.7,1,10.0,25.0,0.0184,72.9,1,10.0,23.0,0.0182,73.3,1,10.0,13.0,0.0117,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:00:00,1108687,5,N,ML,40,100,61,0.0123,72.8,10.0,7.0,0.0051,71.8,1,10.0,21.0,0.0165,72.4,1,10.0,21.0,0.017,73.4,1,10.0,12.0,0.0105,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:05:00,1108687,5,N,ML,40,100,55,0.0123,72.2,10.0,10.0,0.0075,71.7,1,10.0,16.0,0.012,72.6,1,10.0,18.0,0.0166,71.9,1,10.0,11.0,0.0133,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:10:00,1108687,5,N,ML,40,100,80,0.0159,72.2,10.0,17.0,0.0121,72.3,1,10.0,25.0,0.0193,72.4,1,10.0,26.0,0.0218,71.8,1,10.0,12.0,0.0103,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:15:00,1108687,5,N,ML,40,100,62,0.0122,72.5,10.0,13.0,0.0099,72.0,1,10.0,19.0,0.0146,72.3,1,10.0,16.0,0.0123,72.8,1,10.0,14.0,0.0119,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:20:00,1108687,5,N,ML,40,100,55,0.0114,72.6,10.0,9.0,0.0067,72.0,1,10.0,19.0,0.0149,72.0,1,10.0,19.0,0.015,73.4,1,10.0,8.0,0.009000000000000001,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:25:00,1108687,5,N,ML,40,100,55,0.0113,72.2,10.0,5.0,0.0037,72.0,1,10.0,19.0,0.013999999999999999,72.6,1,10.0,22.0,0.0202,71.7,1,10.0,9.0,0.0073,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:30:00,1108687,5,N,ML,40,100,68,0.0146,72.2,10.0,11.0,0.0079,72.3,1,10.0,21.0,0.0164,72.3,1,10.0,22.0,0.0184,71.7,1,10.0,14.0,0.0159,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:35:00,1108687,5,N,ML,40,100,49,0.0098,72.2,10.0,6.0,0.0043,72.5,1,10.0,19.0,0.0149,72.0,1,10.0,18.0,0.0147,72.0,1,10.0,6.0,0.0053,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:40:00,1108687,5,N,ML,40,100,44,0.0092,72.7,10.0,2.0,0.0016,72.4,1,10.0,19.0,0.0141,72.5,1,10.0,12.0,0.0091,72.9,1,10.0,11.0,0.0121,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:45:00,1108687,5,N,ML,40,100,60,0.0124,72.3,10.0,5.0,0.0039,72.2,1,10.0,25.0,0.0197,72.0,1,10.0,19.0,0.0162,72.4,1,10.0,11.0,0.0097,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:50:00,1108687,5,N,ML,40,100,58,0.0114,72.5,10.0,8.0,0.0056,72.6,1,10.0,20.0,0.0149,72.5,1,10.0,19.0,0.016,72.2,1,10.0,11.0,0.0089,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 03:55:00,1108687,5,N,ML,40,100,30,0.0057,72.8,10.0,4.0,0.0027,72.9,1,10.0,11.0,0.0082,72.7,1,10.0,10.0,0.0077,72.8,1,10.0,5.0,0.0041,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:00:00,1108687,5,N,ML,40,100,49,0.0094,73.2,10.0,6.0,0.004,73.4,1,10.0,17.0,0.0126,73.1,1,10.0,19.0,0.0149,73.5,1,10.0,7.0,0.006,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:05:00,1108687,5,N,ML,40,100,38,0.0075,73.4,10.0,6.0,0.0042,73.6,1,10.0,10.0,0.0076,73.1,1,10.0,16.0,0.0128,73.8,1,10.0,6.0,0.0052,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:10:00,1108687,5,N,ML,40,100,47,0.0099,72.9,10.0,5.0,0.0039,73.3,1,10.0,15.0,0.0129,71.8,1,10.0,16.0,0.0131,73.8,1,10.0,11.0,0.0098,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:15:00,1108687,5,N,ML,40,100,46,0.0099,72.8,10.0,6.0,0.0046,73.1,1,10.0,17.0,0.013000000000000001,71.9,1,10.0,14.0,0.0115,73.7,1,10.0,9.0,0.0105,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:20:00,1108687,5,N,ML,40,100,45,0.009000000000000001,72.7,10.0,6.0,0.0052,72.4,1,10.0,18.0,0.0142,71.6,1,10.0,16.0,0.0128,74.0,1,10.0,5.0,0.0038,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:25:00,1108687,5,N,ML,40,100,40,0.0085,72.9,10.0,8.0,0.0055,72.9,1,10.0,12.0,0.0096,71.3,1,10.0,14.0,0.0111,74.4,1,10.0,6.0,0.0077,72.7,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:30:00,1108687,5,N,ML,40,100,48,0.0106,73.1,10.0,9.0,0.0069,72.6,1,10.0,13.0,0.0101,71.3,1,10.0,18.0,0.0139,75.2,1,10.0,8.0,0.0116,71.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:35:00,1108687,5,N,ML,40,100,46,0.0091,73.5,10.0,3.0,0.0021,72.8,1,10.0,16.0,0.0125,71.2,1,10.0,21.0,0.0166,75.6,1,10.0,6.0,0.0051,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:40:00,1108687,5,N,ML,40,100,44,0.0093,73.4,10.0,6.0,0.0037,73.8,1,10.0,18.0,0.0131,72.1,1,10.0,14.0,0.0115,75.5,1,10.0,6.0,0.0089,72.0,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:45:00,1108687,5,N,ML,40,100,55,0.0119,73.6,10.0,9.0,0.0069,73.5,1,10.0,17.0,0.013000000000000001,72.1,1,10.0,19.0,0.0152,75.8,1,10.0,10.0,0.0126,72.0,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:50:00,1108687,5,N,ML,40,100,54,0.011000000000000001,73.2,10.0,10.0,0.0077,73.1,1,10.0,18.0,0.0159,70.4,1,10.0,18.0,0.0143,76.2,1,10.0,8.0,0.0062,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 04:55:00,1108687,5,N,ML,40,100,42,0.0091,72.7,10.0,8.0,0.0068,72.3,1,10.0,15.0,0.012,70.2,1,10.0,12.0,0.0099,76.1,1,10.0,7.0,0.0078,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:00:00,1108687,5,N,ML,40,100,50,0.0113,72.3,10.0,7.0,0.0053,72.2,1,10.0,21.0,0.0177,69.3,1,10.0,16.0,0.0128,76.4,1,10.0,6.0,0.0093,71.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:05:00,1108687,5,N,ML,40,100,59,0.0113,73.2,10.0,8.0,0.0058,72.4,1,10.0,24.0,0.0178,70.5,1,10.0,21.0,0.0169,76.7,1,10.0,6.0,0.0046,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:10:00,1108687,5,N,ML,40,100,33,0.006999999999999999,72.7,10.0,3.0,0.0022,72.4,1,10.0,13.0,0.0099,70.8,1,10.0,12.0,0.0121,74.9,1,10.0,5.0,0.0038,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:15:00,1108687,5,N,ML,40,100,54,0.0105,73.4,10.0,10.0,0.0072,72.7,1,10.0,17.0,0.0135,70.6,1,10.0,19.0,0.0144,76.5,1,10.0,8.0,0.0069,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:20:00,1108687,5,N,ML,40,100,37,0.0075,73.2,10.0,4.0,0.0028,72.9,1,10.0,11.0,0.008,71.2,1,10.0,12.0,0.011000000000000001,75.6,1,10.0,10.0,0.0082,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:25:00,1108687,5,N,ML,40,100,50,0.0099,73.3,10.0,7.0,0.0051,73.0,1,10.0,18.0,0.0141,71.1,1,10.0,17.0,0.0141,75.9,1,10.0,8.0,0.0064,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:30:00,1108687,5,N,ML,40,100,48,0.0092,74.0,10.0,4.0,0.0031,72.9,1,10.0,21.0,0.0155,71.9,1,10.0,17.0,0.0129,77.4,1,10.0,6.0,0.0051,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:35:00,1108687,5,N,ML,40,100,58,0.0129,74.0,10.0,7.0,0.0057,72.4,1,10.0,18.0,0.0146,71.3,1,10.0,21.0,0.0175,77.4,1,10.0,12.0,0.0138,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:40:00,1108687,5,N,ML,40,100,57,0.0112,73.6,10.0,9.0,0.0062,73.0,1,10.0,23.0,0.0182,71.0,1,10.0,19.0,0.0146,77.4,1,10.0,6.0,0.0056,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:45:00,1108687,5,N,ML,40,100,41,0.0079,73.6,10.0,6.0,0.0042,73.3,1,10.0,18.0,0.0138,71.2,1,10.0,13.0,0.01,77.4,1,10.0,4.0,0.0035,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:50:00,1108687,5,N,ML,40,100,56,0.0125,73.9,10.0,4.0,0.0039,72.5,1,10.0,23.0,0.0176,71.5,1,10.0,21.0,0.0172,77.4,1,10.0,8.0,0.0114,72.0,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 05:55:00,1108687,5,N,ML,40,100,54,0.0107,73.7,10.0,13.0,0.0099,72.4,1,10.0,23.0,0.0176,71.7,1,10.0,17.0,0.0141,77.4,1,10.0,1.0,0.001,72.2,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:00:00,1108687,5,N,ML,40,100,55,0.0112,74.0,10.0,4.0,0.0029,72.5,1,10.0,20.0,0.0151,72.1,1,10.0,22.0,0.0193,76.6,1,10.0,9.0,0.0073,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:05:00,1108687,5,N,ML,40,100,70,0.0143,73.8,10.0,9.0,0.0069,72.4,1,10.0,27.0,0.0213,71.7,1,10.0,22.0,0.0173,77.4,1,10.0,12.0,0.0119,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:10:00,1108687,5,N,ML,40,100,43,0.0086,73.8,10.0,7.0,0.0046,73.3,1,10.0,18.0,0.0139,71.8,1,10.0,13.0,0.0097,77.4,1,10.0,5.0,0.006,72.7,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:15:00,1108687,5,N,ML,40,100,59,0.0123,73.6,10.0,7.0,0.0057,72.8,1,10.0,26.0,0.0196,72.3,1,10.0,15.0,0.0132,76.7,1,10.0,11.0,0.0108,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:20:00,1108687,5,N,ML,40,100,71,0.0137,74.8,10.0,10.0,0.0068,73.6,1,10.0,28.0,0.0201,73.6,1,10.0,24.0,0.019,77.4,1,10.0,9.0,0.009000000000000001,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:25:00,1108687,5,N,ML,40,100,72,0.0142,74.2,10.0,14.0,0.0101,74.0,1,10.0,28.0,0.0216,73.2,1,10.0,17.0,0.0143,77.2,1,10.0,13.0,0.0109,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:30:00,1108687,5,N,ML,40,100,82,0.0164,74.4,10.0,15.0,0.0111,74.0,1,10.0,29.0,0.0224,72.9,1,10.0,27.0,0.0227,76.9,1,10.0,11.0,0.0096,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:35:00,1108687,5,N,ML,40,100,83,0.0166,73.9,10.0,17.0,0.0124,74.2,1,10.0,32.0,0.025,72.4,1,10.0,22.0,0.0188,76.4,1,10.0,12.0,0.0101,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:40:00,1108687,5,N,ML,40,100,84,0.0168,74.3,10.0,15.0,0.0109,74.4,1,10.0,30.0,0.0227,72.7,1,10.0,23.0,0.0181,77.3,1,10.0,16.0,0.0156,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:45:00,1108687,5,N,ML,40,100,84,0.0166,74.3,10.0,10.0,0.0076,74.2,1,10.0,36.0,0.0271,73.1,1,10.0,22.0,0.0177,77.4,1,10.0,16.0,0.0139,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:50:00,1108687,5,N,ML,40,100,91,0.0185,74.2,10.0,20.0,0.0151,73.9,1,10.0,26.0,0.0216,71.7,1,10.0,29.0,0.0234,77.4,1,10.0,16.0,0.0138,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 06:55:00,1108687,5,N,ML,40,100,94,0.0192,73.9,10.0,19.0,0.0139,74.1,1,10.0,34.0,0.0261,72.0,1,10.0,27.0,0.0219,77.3,1,10.0,14.0,0.0148,72.0,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:00:00,1108687,5,N,ML,40,100,102,0.0204,74.1,10.0,25.0,0.0186,74.1,1,10.0,33.0,0.0255,72.0,1,10.0,29.0,0.0235,77.2,1,10.0,15.0,0.013999999999999999,72.5,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:05:00,1108687,5,N,ML,40,100,87,0.0177,73.9,10.0,10.0,0.006999999999999999,74.6,1,10.0,34.0,0.0259,72.3,1,10.0,27.0,0.022000000000000002,77.0,1,10.0,16.0,0.0161,71.9,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:10:00,1108687,5,N,ML,40,100,101,0.0195,74.2,10.0,14.0,0.0093,75.8,1,10.0,45.0,0.0343,72.6,1,10.0,27.0,0.0217,77.0,1,10.0,15.0,0.0128,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:15:00,1108687,5,N,ML,40,100,93,0.0182,75.1,10.0,17.0,0.0121,76.1,1,10.0,32.0,0.0238,73.3,1,10.0,34.0,0.0274,76.9,1,10.0,10.0,0.0095,72.6,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:20:00,1108687,5,N,ML,40,100,100,0.0201,74.0,10.0,17.0,0.0123,76.1,1,10.0,43.0,0.0334,72.8,1,10.0,25.0,0.0221,75.3,1,10.0,15.0,0.0125,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:25:00,1108687,5,N,ML,40,100,127,0.0246,74.3,10.0,27.0,0.0197,76.0,1,10.0,50.0,0.0382,72.9,1,10.0,31.0,0.0245,76.0,1,10.0,19.0,0.016,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:30:00,1108687,5,N,ML,40,100,113,0.0219,74.6,10.0,20.0,0.0138,76.8,1,10.0,36.0,0.0277,72.8,1,10.0,36.0,0.0289,76.2,1,10.0,21.0,0.0173,72.8,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:35:00,1108687,5,N,ML,40,100,122,0.0249,74.6,10.0,26.0,0.0181,77.4,1,10.0,39.0,0.0294,73.3,1,10.0,38.0,0.0303,76.4,1,10.0,19.0,0.0217,69.6,1,,,,,0,,,,,0,,,,,0,,,,,0
2010-01-01 07:40:00,1108687,5,N,ML,40,100,130,0.0252,74.5,10.0,28.0,0.0199,77.5,1,10.0,46.0,0.0353,73.2,1,10.0,34.0,0.027999999999999997,75.8,1,10.0,22.0,0.0178,71.4,1,,,,,0,,,,,0,,,,,0,,,,,0
